total nodes,number tweets,number retweet,number replies,depth,freq,vrf,leader ,normal,total sentiment,co,centralty,diam,ecc,num sh path,num clique,num idp,max out,empty,engage max,num normal max,num leader max,lc,t freq,r freq,tpfr,t max,snt first,snt deep,snt ratio,score comm,local,snt sh path,wight clique,snt idp
8,4,3,1,2,13.81,3,1,2,0.0164,0,0,0,0,0,1,1,4,3,4,2,1,13.30472222,12.27358025,1.35441358,4.863541667,0,0.0164,0.0164,0,0,0,0.0164,0.0164,0.0164
53,20,19,14,4,54.38,19,6,13,1.4377,0.76,0.65,4,2.928571429,4,6,3,22,14,25,7,6,2881.933611,53.36708848,53.36899177,1.482525253,4.355277778,0.157516667,0.969,0.285714286,2.5645,1,0.1075,0.820638235,-0.5635
311,132,128,51,5,8.66,128,42,86,-0.4433,0.86,-0.42,4,2.862745098,4,11,2,117,110,133,65,28,2325.849167,8.62866364,7.445923255,97.26319525,0,0.05695,1.6208,0.352941176,13.4791,7,0.0129,-1.525612195,-0.0145
1385,95,675,615,5,1.17,675,252,423,-48.9325,0.87,0,4,2.970731707,4,84,3,345,84,799,300,187,1069.553333,0.773496072,0.770695246,18.08623136,11.85083333,-2.865890909,-27.2863,0.388617886,153.7706,78,-0.0466,-19.65563802,-0.2661
23,19,2,2,2,162.46,2,0,2,-0.6597,0,0,0,0,2,2,3,17,3,2,0,3736.580833,4.312048611,146.0180208,1400.2925,0,-0.32985,-0.6597,0.5,0,0,0,-0.32985,-0.6597,-0.6597
301,57,205,39,3,2.86,205,80,125,-2.2472,0.84,-0.79,4,2.948717949,4,13,3,115,49,115,58,38,859.4269444,2.792293046,2.844957689,7.898652263,0,-0.27875,-0.7745,0.435897436,11.923,6,-0.239,-0.623797006,-0.0517
232,124,89,19,3,11.66,89,33,56,0.0447,0.92,0,4,3.105263158,4,5,3,37,106,37,21,10,2612.503056,11.6075453,11.11893658,13.18477778,35.62416667,-0.016305556,0.3382,0.210526316,3.3347,1,-0.4185,0.767446154,0.1441
1384,1010,249,125,5,12.77,249,104,145,4.6816,0.93,-0.32,4,2.584,4,16,3,55,926,55,26,20,16154.54278,12.75947433,11.58206458,13.59592646,802.8641667,0.04599881,-0.2702,0.184,17.8519,11,0.0856,0.99748996,-0.133
545,262,257,26,5,6.72,257,104,153,-6.8831,0.85,-0.96,5,3.576923077,5,7,3,49,185,49,23,24,3663.124722,6.700836895,6.708833435,8.337079308,3.237777778,-0.086977922,-1.1448,0.5,7.8571,3,-1.3085,-3.357636923,-0.1762
229,88,111,30,5,4.01,111,40,71,-8.9977,0.81,-0.27,5,3.833333333,5,8,3,122,81,133,67,36,69.55194444,3.988871981,0.302258454,14.16538613,25.17777778,-1.232342857,-8.9977,0.666666667,10.5363,1,-0.185,-6.179472826,0.143
31,9,13,9,5,20.55,13,2,11,-0.2565,0,0,0,0,3,2,10,5,10,8,2,85.5075,19.90237847,2.619878472,0.414351852,84.565,0.3247,-0.4863,0.333333333,0,0,0,0.835738462,-0.1154,-0.1154
687,180,419,88,5,3.48,419,131,288,-1.1365,0.86,0,4,2.931818182,4,21,3,125,138,167,86,40,2393.966667,3.46010134,3.469271641,29.15837853,73.36944444,-0.087235714,-2.8112,0.352272727,25.0261,12,-0.1253,-0.462685452,-0.5819
68,44,21,3,3,45.56,21,7,14,1.242,0,0,0,0,2,2,7,38,7,6,1,209.2363889,44.90378422,1.602004831,4.237696759,182.6430556,0.1061,1.242,0.333333333,0,0,0,0.879033333,0.6366,0.4523
39,24,15,0,2,4.41,15,5,10,0,0,0,0,0,0,0,14,22,14,9,5,38.4425,4.298229167,0.958875,8.334851852,0.035833333,0,0,0,0,0,0,0,0,0
661,305,287,69,3,2.15,287,87,200,7.2679,0.87,0.67,4,2.884057971,4,10,3,132,246,135,67,27,864.7180556,2.144852719,1.306131252,25.40710204,42.57166667,0.101833898,-0.5166,0.217391304,19.4097,11,-0.0741,3.223271837,-0.308
